,sf,events,var_mix
160,0.003030233503008077,1,0.0
161,0.0030773246077558567,1,0.0
162,0.00671349616998568,5,0.0
163,0.006801268219035535,1,0.0
164,0.016302759014517495,3,0.0
165,0.018344450349193357,2,0.0
166,0.02577543407208866,3,0.0
167,0.02820671689853251,1,0.0
168,0.043567747434727605,1,0.0
169,0.06588828260817438,4,0.0
170,0.10772195295179357,3,0.0
171,0.11460272894911414,2,0.0
172,0.13486687651201867,1,0.0
173,0.18856038604964354,4,0.0
174,0.18888678643508455,1,0.0
175,0.19676895696123875,3,0.0
176,0.20903220122172977,3,0.0
177,0.21000526751455809,1,0.0
178,0.2136985202901931,2,0.0
179,0.2182912384810956,2,0.0
180,0.2319474127159499,10,0.0
181,0.23144931140023828,2,0.0
182,0.2308462829786414,2,0.0
183,0.22976123376465415,3,0.0
184,0.2284870467522135,1,0.0
185,0.21214592659357948,1,0.0
186,0.23624407853293375,13,0.0
187,0.2392858454204587,1,0.0
188,0.24263699803518124,4,0.0
189,0.25547318697780547,4,0.0
190,0.2703845678703062,4,0.0
191,0.26749285642683673,1,0.0
192,0.2590580737979367,2,0.0
193,0.25410830425481384,2,0.0
194,0.10491577749836486,14,0.0
195,0.10350335852407748,1,0.0
196,0.0995059865261298,2,0.0
197,0.07057447942982098,1,0.0
198,0.06438954528516112,2,0.0
199,0.052921573976235474,1,0.0
200,0.043894611962794455,2,0.0
201,0.03452404635249806,2,0.0
202,0.02683817447827795,1,0.0
203,0.013654359839557479,3,0.0
204,0.008057619755859117,2,0.0
205,0.028438086580501315,4,0.0
206,0.03200182213117172,2,0.0
207,0.05061247925830628,2,0.0
208,0.06933955926501977,2,0.0
209,0.09493953663784206,6,0.0
210,0.09091550992056452,2,0.0
211,0.09062254721573719,4,0.0
212,0.09065152762715949,1,0.0
213,0.0910304914706633,1,0.0
214,0.08386073314181094,2,0.0
215,0.07392779354819323,1,0.0
216,0.07367645863046411,1,0.0
217,0.05506220535551346,3,0.0
218,0.041064272227536336,2,0.0
219,0.022670604457597315,3,0.0
220,0.018088485162574972,2,0.0
221,0.018639588148961102,3,0.0
222,0.022003393374486882,4,0.0
223,0.025842170101848617,4,0.0
224,0.014159495496323605,3,0.0
225,0.0002534257661987886,5,0.0
226,0.004881867463502717,3,0.0
227,0.00978129000081588,4,0.0
228,0.012792981978272668,2,0.0
229,0.05510503264323283,6,0.0
230,0.055823285548200464,1,0.0
231,0.0561897652499346,1,0.0
232,0.05460894130432474,3,0.0
233,0.05410804422862989,1,0.0
234,0.05289667794926509,1,0.0
235,0.05233008595838864,1,0.0
236,0.055956119639268345,4,0.0
237,0.05382311067966556,6,0.0
238,0.036467176280396085,1,0.0
239,0.03623150670334089,1,0.0
240,0.03505874451108794,2,0.0
241,0.03960343650809938,8,0.0
242,0.005835375337198995,9,0.0
243,0.0031355170718264293,2,0.0
244,0.0019152976754039863,2,0.0
245,0.0021271535490455305,4,0.0
246,0.003545594775582934,2,0.0
247,0.005447491481757671,3,0.0
248,0.005518563245433302,1,0.0
249,0.011386360492000817,2,0.0
250,0.04893833853387537,6,0.0
251,0.06705888508190919,2,0.0
252,0.09022725637365953,2,0.0
253,0.10279608292549028,4,0.0
254,0.11114239552756171,3,0.0
255,0.1302928344382941,1,0.0
256,0.13474575643675898,1,0.0
257,0.13989357243704453,3,0.0
258,0.14178803616363386,1,0.0
259,0.15086116249749515,3,0.0
260,0.1604261718704665,2,0.0
261,0.17452511522482478,2,0.0
262,0.19060263031961444,3,0.0
263,0.19919154223865396,3,0.0
264,0.20308959181556155,3,0.0
265,0.2079219975967018,3,0.0
266,0.2025167755184879,3,0.0
267,0.19783686109103762,1,0.0
268,0.19216750030196206,1,0.0
269,0.18552978254146485,1,0.0
270,0.18375910017192978,1,0.0
271,0.17210561561979956,2,0.0
272,0.13482068219606944,3,0.0
273,0.11031417189818928,2,0.0
274,0.09822817442508326,1,0.0
275,0.08470473472488647,2,0.0
276,0.08083017120636485,1,0.0
277,0.05213159719690743,5,0.0
278,0.04443311080939516,1,0.0
279,0.040570340385289054,3,0.0
280,0.020627407766276896,5,0.0
281,0.010253513452639963,1,0.0
282,0.007926431613688596,1,0.0
283,7.098938403200456e-05,5,0.0
284,0.0007929875620599499,2,0.0
285,0.009750620253076773,3,0.0
286,0.01705519208214595,2,0.0
287,0.023666702131365323,4,0.0
288,0.024187257118821876,3,0.0
289,0.02346200202733713,1,0.0
290,0.02269102730504676,2,0.0
291,0.023424687912301075,1,0.0
292,0.024786443027159533,1,0.0
293,0.025671171061924365,2,0.0
294,0.026327537388496754,1,0.0
295,0.034223307687061486,4,0.0
296,0.07749720892962941,3,0.0
297,0.16505384266447803,10,0.0
298,0.2412273495495618,4,0.0
299,0.24751124890513224,1,0.0
300,0.2838025492533022,2,0.0
301,0.2857165960519678,1,0.0
302,0.3219859959298947,3,0.0
303,0.3327920889250827,2,0.0
304,0.33971022790733907,1,0.0
305,0.379201856834095,4,0.0
306,0.38552769739603304,2,0.0
307,0.38613750391216045,1,0.0
308,0.43999321954484133,6,0.0
309,0.48310683081917266,6,0.0
310,0.479328138760069,2,0.0
311,0.47794320349065356,6,0.0
312,0.3995242264160957,8,0.0
313,0.31987280503302506,3,0.0
314,0.21252285041775235,10,0.0
315,0.2059142704581283,1,0.0
316,0.19960916392073352,2,0.0
317,0.19082947947190307,3,0.0
318,0.1642993046204019,2,0.0
319,0.11339850256063416,2,0.0
320,0.08571676342432134,2,0.0
321,0.07444845103861347,2,0.0
322,0.07182297674015317,1,0.0
323,0.06852767048690608,1,0.0
324,0.053813666721591026,2,0.0
325,0.0478832392434968,4,0.0
326,0.06474322009435711,4,0.0
327,0.0798545540304983,3,0.0
328,0.09576353751406777,2,0.0
329,0.09852034048082937,1,0.0
330,0.1325058300865726,3,0.0
331,0.15089728609475017,2,0.0
332,0.16502325465282006,2,0.0
333,0.19010382934296502,2,0.0
334,0.21887953489750403,3,0.0
335,0.22149387742395507,1,0.0
336,0.35875759531490314,7,0.0
337,0.36174786443513046,1,0.0
338,0.36242146502898703,1,0.0
339,0.39060330548878136,3,0.0
340,0.4011109159678677,1,0.0
341,0.4026843447761852,1,0.0
342,0.4029348799788354,2,0.0
343,0.4042447430042018,2,0.0
344,0.40663819905431464,1,0.0
345,0.4107648154800522,3,0.0
346,0.39628440176364044,6,0.0
347,0.3245204407632898,4,0.0
348,0.23062331023334798,1,0.0
349,0.23023800319937213,1,0.0
350,0.22579920269002984,1,0.0
351,0.1936610184548936,2,0.0
352,0.16831842873412617,3,0.0
353,0.1419592404979643,5,0.0
354,0.14138045298497065,2,0.0
355,0.14135017033424094,1,0.0
356,0.14119417849554744,2,0.0
357,0.14120810423124433,1,0.0
358,0.13836918042950247,3,0.0
359,0.08004366335952999,7,0.0
360,0.07641290779488549,6,0.0
361,0.08627365393172519,2,0.0
362,0.14091775266009332,13,0.0
363,0.14032600477496215,1,0.0
364,0.129122117397488,3,0.0
365,0.11900625349040896,4,0.0
366,0.11627592230192602,1,0.0
367,0.11476742094714683,1,0.0
368,0.0856304817693945,1,0.0
369,0.07434248930019365,2,0.0
370,0.06292049323743232,1,0.0
371,0.06069766795122699,1,0.0
372,0.046078818024330954,1,0.0
373,0.04570934429841596,2,0.0
374,0.04521791443335495,1,0.0
375,0.027821498147566875,3,0.0
376,0.007747858980603026,5,0.0
377,0.006164955225749439,1,0.0
378,0.0012102357018147216,3,0.0
379,0.0011792112759593503,3,0.0
380,0.0055358234932497506,7,0.0
381,0.01205675358244778,4,0.0
382,0.020319640780815856,2,0.0
383,0.03722923335711288,6,0.0
384,0.04332849455594299,2,0.0
385,0.046393196774260806,3,0.0
386,0.050995837115614,2,0.0
387,0.0562244310903469,2,0.0
388,0.14973636314652322,8,0.0
389,0.16519327805770256,2,0.0
390,0.14730050444768783,4,0.0
391,0.13526374012747058,2,0.0
392,0.1307709561991129,1,0.0
393,0.13000272632622042,1,0.0
394,0.09876557678051634,4,0.0
395,0.09325005273222682,1,0.0
396,0.043091551245950065,8,0.0
397,0.02378936823601371,3,0.0
398,0.015376515204461778,1,0.0
399,0.015125543208573795,1,0.0
400,0.0038589650629652383,9,0.0
401,0.0034534912469110133,1,0.0
402,0.0019695383250343825,2,0.0
403,0.0015596947542769726,3,0.0
404,0.003103515717347032,6,0.0
405,0.004196370669329255,1,0.0
406,0.004357485494441733,1,0.0
407,0.0200725998806449,4,0.0
408,0.03009518161453892,2,0.0
409,0.03801922302841636,2,0.0
410,0.05359035806652045,5,0.0
411,0.05964242270109988,2,0.0
412,0.08192171013665138,2,0.0
413,0.0829546563684571,1,0.0
414,0.09258716333721638,1,0.0
415,0.09405356792189133,1,0.0
416,0.13562376385548788,3,0.0
417,0.18355939117451409,5,0.0
418,0.22977555769215569,2,0.0
419,0.329801776418413,3,0.0
420,0.36004981624862853,2,0.0
421,0.3613224512731664,1,0.0
422,0.3741197701858487,5,0.0
423,0.37426007513461573,1,0.0
424,0.3296215545463178,4,0.0
425,0.28857503294096043,2,0.0
426,0.28163939219148937,2,0.0
427,0.2756464233873128,1,0.0
428,0.25361716567814135,5,0.0
429,0.22748025744095887,4,0.0
430,0.15195788555097542,6,0.0
431,0.105860200463423,5,0.0
432,0.10765524960341578,4,0.0
433,0.11681338801921057,1,0.0
434,0.1374365588363283,2,0.0
435,0.15856555179752407,1,0.0
436,0.1773363804145619,1,0.0
437,0.18280281582931768,2,0.0
438,0.22620288013281936,1,0.0
439,0.2325911719608332,1,0.0
440,0.2530916583379168,3,0.0
441,0.2571211832658432,1,0.0
442,0.3046250802472616,1,0.0
443,0.3871534222563414,2,0.0
444,0.4159202075903524,2,0.0
445,0.4376840578440629,1,0.0
446,0.5120941340510238,3,0.0
447,0.5185790385122719,1,0.0
448,0.590380562707934,3,0.0
449,0.6984470110097869,2,0.0
450,0.7064951649220182,1,0.0
451,0.7181251926536455,2,0.0
452,0.7648093583254284,1,0.0
453,0.7812301272089167,1,0.0
454,0.8575022325693502,4,0.0
455,0.8699909133909405,1,0.0
456,0.9154478803781814,3,0.0
457,0.9172522090123978,1,0.0
458,0.9528798744677643,11,0.0
459,0.9483303806513261,2,0.0
460,0.9013613240917568,7,0.0
461,0.8693748421837615,2,0.0
462,0.8366121981454961,1,0.0
463,0.6376159309938694,6,0.0
464,0.6273366630865918,1,0.0
465,0.5589262338942415,2,0.0
466,0.5458193894052938,1,0.0
467,0.5319323829929234,2,0.0
468,0.5109228616893782,1,0.0
469,0.48094318287823745,1,0.0
470,0.4570366758596423,2,0.0
471,0.29565216370517156,4,0.0
472,0.25300910704459295,4,0.0
473,0.24908231496506303,2,0.0
474,0.24863922135106845,1,0.0
475,0.24849144974628193,1,0.0
476,0.24979335764189384,2,0.0
477,0.24969431736790473,1,0.0
478,0.24316873836165726,2,0.0
479,0.2325677329574982,2,0.0
480,0.2205762570973416,3,0.0
481,0.21948018010547127,4,0.0
482,0.24247900031959152,1,0.0
483,0.24509263747096247,2,0.0
484,0.25515560440184004,1,0.0
485,0.3970818042992662,3,0.0
486,0.4124647489315579,1,0.0
487,0.6412379502584427,4,0.0
488,0.6499242140231086,1,0.0
489,0.5649405494914104,5,0.0
490,0.557428581170195,1,0.0
491,0.4648891544262253,3,0.0
492,0.41037592579776416,4,0.0
493,0.404150853035954,1,0.0
494,0.34956982185456786,2,0.0
495,0.34623278380909206,1,0.0
496,0.32993284219729013,2,0.0
497,0.2891165413110231,5,0.0
498,0.28559993967717145,1,0.0
499,0.27142773912996454,2,0.0
500,0.2572551380578711,2,0.0
501,0.21702378852185372,2,0.0
502,0.17205540459113386,3,0.0
503,0.15736986764693692,2,0.0
504,0.12366951570695388,3,0.0
505,0.11418282203678846,1,0.0
506,0.11142933668846886,3,0.0
507,0.12321925540464808,2,0.0
508,0.13286723737762368,2,0.0
509,0.1604728663131617,5,0.0
510,0.163621722677087,1,0.0
511,0.17470678799526787,2,0.0
512,0.19902541156704046,7,0.0
513,0.20124603931960852,1,0.0
514,0.20182973129566564,2,0.0
515,0.23162849978316447,3,0.0
516,0.23833020154476162,2,0.0
517,0.24189281455496356,8,0.0
518,0.23408335686418402,1,0.0
519,0.2312960201864232,1,0.0
520,0.22856126392905662,1,0.0
521,0.22786963801139903,2,0.0
522,0.21435211138554125,2,0.0
523,0.20136758937203106,1,0.0
524,0.15654659215864106,4,0.0
525,0.15606454308679002,1,0.0
526,0.15499488801137037,1,0.0
527,0.15419119973690418,1,0.0
528,0.09086970235843116,9,0.0
529,0.08904032184929146,2,0.0
530,0.09007410201956446,6,0.0
531,0.09595875994776,2,0.0
532,0.09628587742501225,1,0.0
533,0.21747881029346766,8,0.0
534,0.21804815315956202,1,0.0
535,0.27578040084989025,1,0.0
536,0.28666660524812415,2,0.0
537,0.3063899053104531,1,0.0
538,0.3667582942068259,6,0.0
539,0.39386789042023496,2,0.0
540,0.3958484548649527,1,0.0
541,0.40340675625014477,1,0.0
542,0.4131719812031484,4,0.0
543,0.4133939721001446,2,0.0
544,0.42985798534552294,3,0.0
545,0.4314775766915089,1,0.0
546,0.4348629753436765,1,0.0
547,0.4308098857124416,4,0.0
548,0.40267853007877613,3,0.0
549,0.35305246456831485,1,0.0
550,0.3330180451797789,5,0.0
551,0.33041515292441553,2,0.0
552,0.32441518202029546,1,0.0
553,0.32129698969649206,1,0.0
554,0.33222270945169724,6,0.0
555,0.34679599168672615,1,0.0
556,0.354127021150826,1,0.0
557,0.4100009217348484,4,0.0
558,0.4216595790733282,3,0.0
559,0.41965649386326154,1,0.0
560,0.4067950541805496,1,0.0
561,0.3970567235347051,1,0.0
562,0.40043306302059717,2,0.0
563,0.4020696951191989,1,0.0
564,0.4056161919304037,2,0.0
565,0.4062941996369491,1,0.0
566,0.41214674326027595,2,0.0
567,0.4152100445401156,1,0.0
568,0.42753264110730993,1,0.0
569,0.44563705301805845,3,0.0
570,0.4454795325995452,1,0.0
571,0.4430584891376321,1,0.0
572,0.4372178656221364,1,0.0
573,0.43478577074925245,1,0.0
574,0.4344137463029522,1,0.0
575,0.38035780952594783,5,0.0
576,0.28522640988856207,3,0.0
577,0.2785293828863938,1,0.0
578,0.2737137716568665,1,0.0
579,0.2726622221998853,1,0.0
580,0.2527916759215204,2,0.0
581,0.2397160837674263,1,0.0
582,0.23093808362923887,1,0.0
583,0.21714681784197218,1,0.0
584,0.21600737603973433,1,0.0
585,0.19911045082953852,1,0.0
586,0.19126279242196048,1,0.0
587,0.16193471946920482,3,0.0
588,0.12187674600782733,4,0.0
589,0.09799518189756448,2,0.0
590,0.09466438915479951,2,0.0
591,0.09358330907586242,1,0.0
592,0.07777014309308984,2,0.0
593,0.028157441342923466,11,0.0
594,0.05626467699569429,4,0.0
595,0.06838116552478257,5,0.0
596,0.05910962872374686,8,0.0
597,0.05721434703765011,2,0.0
598,0.048996403049683904,1,0.0
599,0.042673297027197674,1,0.0
600,0.04165814661723536,2,0.0
601,0.040178852807903245,2,0.0
602,0.039771653999581526,7,0.0
603,0.03932859686971049,1,0.0
604,0.03868274915428414,2,0.0
605,0.09147072157273035,8,0.0
606,0.09871654671382583,1,0.0
607,0.12766099749949386,3,0.0
608,0.15525828544691608,3,0.0
609,0.19900806621886905,2,0.0
610,0.21832219058308194,1,0.0
611,0.2652802915307005,3,0.0
612,0.29537844706667943,2,0.0
613,0.3545598266908785,2,0.0
614,0.35941778632968885,1,0.0
615,0.36381189184438556,1,0.0
616,0.3693181465364286,1,0.0
617,0.45223899284581803,4,0.0
618,0.47070039007528236,2,0.0
619,0.5506479117053223,2,0.0
620,0.6044869435253547,4,0.0
621,0.6006858106372336,1,0.0
622,0.5677450832187767,4,0.0
623,0.5521200205946964,2,0.0
624,0.3682809205189017,9,0.0
625,0.32014538685319066,2,0.0
626,0.18194559743806324,9,0.0
627,0.1737338428810399,1,0.0
628,0.16763579867540443,1,0.0
629,0.16832122546150755,2,0.0
630,0.17438725199655386,1,0.0
631,0.179598737128521,1,0.0
632,0.19698259959463166,3,0.0
633,0.19436825031534116,1,0.0
634,0.18618799834799551,2,0.0
635,0.18533357049077334,1,0.0
636,0.17955832800754468,1,0.0
637,0.17459599603095072,1,0.0
638,0.1505985101955165,2,0.0
639,0.14806952300827658,5,0.0
640,0.16106660854112048,1,0.0
641,0.1961914106294139,3,0.0
642,0.208140020530347,1,0.0
643,0.21345249387110982,1,0.0
644,0.2839492617198284,6,0.0
645,0.3264101044114333,2,0.0
646,0.40835767015227636,3,0.0
647,0.6131203076208314,4,0.0
648,0.61858430197266,1,0.0
649,0.6378829430470088,2,0.0
650,0.6547709107164389,2,0.0
651,0.6504757007234988,2,0.0
652,0.633664527371681,1,0.0
653,0.6269882641940671,1,0.0
654,0.6089813454471683,2,0.0
655,0.554064808834756,1,0.0
656,0.5343179784518459,3,0.0
657,0.47529687963922246,2,0.0
658,0.415947271568185,3,0.0
659,0.4128494885722958,1,0.0
660,0.394770548279351,3,0.0
661,0.3799047155375639,1,0.0
662,0.3242919723737517,1,0.0
663,0.3042643978503215,3,0.0
664,0.25786020756391553,7,0.0
665,0.2651276314162693,4,0.0
666,0.2655499915514996,1,0.0
667,0.26714699287530874,1,0.0
668,0.27107702497885994,1,0.0
669,0.2717026683185448,1,0.0
670,0.31904714432309655,7,0.0
671,0.37006520661636727,3,0.0
672,0.4118689591485005,3,0.0
673,0.47057047002415997,3,0.0
674,0.49080079261731935,2,0.0
675,0.5848846236180327,3,0.0
676,0.6245616556533007,3,0.0
677,0.5096494470072981,5,0.0
678,0.43991864928144186,4,0.0
679,0.4061998048637969,2,0.0
680,0.4042547585099201,1,0.0
681,0.3930795598302071,1,0.0
682,0.3215546805014001,4,0.0
683,0.3163033734419231,2,0.0
684,0.2888910685552252,4,0.0
685,0.3000594694736351,1,0.0
686,0.3012393014326614,1,0.0
687,0.3349629318461106,1,0.0
688,0.34056492533666255,2,0.0
689,0.4357393980668614,2,0.0
690,0.4853388226848192,2,0.0
691,0.571650830645983,5,0.0
692,0.5957544307557622,2,0.0
693,0.7513147068844329,9,0.0
694,0.8079372545638828,5,0.0
695,0.7423271156822097,7,0.0
696,0.6675257367498816,5,0.0
697,0.6073267828030426,1,0.0
698,0.5771755402545049,1,0.0
699,0.5205497592288227,1,0.0
700,0.4756650955387827,2,0.0
701,0.4367835237974564,2,0.0
702,0.3589312966811988,4,0.0
703,0.26375153109615623,4,0.0
704,0.23158222975415602,3,0.0
705,0.22421788673410456,1,0.0
706,0.21329655754650217,1,0.0
707,0.2114073560816675,2,0.0
708,0.15850857623150252,8,0.0
709,0.1552332135501478,1,0.0
710,0.0805612437732208,6,0.0
711,0.06835160592845797,2,0.0
712,0.047514319535186596,1,0.0
713,0.043685155229864325,1,0.0
714,0.0427315619059639,1,0.0
715,0.040239925488947746,1,0.0
716,0.03855609526621637,4,0.0
717,0.04253291477699021,1,0.0
718,0.0634504426774353,2,0.0
719,0.06773257981893961,1,0.0
720,0.0719030368788847,2,0.0
721,0.08995282235798395,2,0.0
722,0.11107586023264052,1,0.0
723,0.14179783589982378,2,0.0
724,0.16847325602110494,4,0.0
725,0.23101149123885528,9,0.0
726,0.268112910497925,5,0.0
727,0.3197406612595455,7,0.0
728,0.33550604183430427,1,0.0
729,0.38976098287025185,5,0.0
730,0.3920927216119599,1,0.0
731,0.39638145459739105,2,0.0
732,0.3992680018188532,3,0.0
733,0.3905778550395081,2,0.0
734,0.37285993809175516,5,0.0
735,0.358298339013945,1,0.0
736,0.19120731330100957,13,0.0
737,0.17136250956080704,2,0.0
738,0.14627850683164043,1,0.0
739,0.11377099823619814,4,0.0
740,0.07729562184898968,3,0.0
741,0.07011432509073245,1,0.0
742,0.05106950817500098,1,0.0
743,0.023929048068915562,9,0.0
744,0.030857265800406226,1,0.0
745,0.030947129345356202,1,0.0
746,0.033285994290587144,2,0.0
747,0.13815900316311752,10,0.0
748,0.13933074250711136,1,0.0
749,0.14586181562716305,1,0.0
750,0.14762594865573958,1,0.0
751,0.1607797689235332,2,0.0
752,0.17591088411954003,1,0.0
753,0.17913710684742878,1,0.0
754,0.21623137229122746,2,0.0
755,0.3092014313443212,4,0.0
756,0.34096150845779966,2,0.0
757,0.3709155252570934,2,0.0
758,0.5692815147590848,13,0.0
759,0.6599300851764065,5,0.0
760,0.6662502146485797,1,0.0
761,0.6745817264496742,2,0.0
762,0.674167246501354,1,0.0
763,0.6743125549429018,1,0.0
764,0.6808244025862538,1,0.0
765,0.6833452655996164,1,0.0
766,0.7024615849930613,2,0.0
767,0.726769405391928,1,0.0
768,0.7739079930860282,1,0.0
769,0.8082766229438518,1,0.0
770,0.8609508589857917,2,0.0
771,0.8625980312916314,1,0.0
772,1.0451604241685535,6,0.0
773,1.0873466548651476,2,0.0
774,1.0949131998666999,1,0.0
775,1.1049746380593752,2,0.0
776,1.2006608478147236,4,0.0
777,1.2483677789710017,2,0.0
778,1.3336779406220987,4,0.0
779,1.2811650599454503,3,0.0
780,1.2346040536094722,4,0.0
781,1.1875908793248495,4,0.0
782,1.1340995000097456,2,0.0
783,1.100862809733795,2,0.0
784,0.6898504707635155,10,0.0
785,0.6837598731094405,1,0.0
786,0.6017090422672058,5,0.0
787,0.592530563775748,2,0.0
788,0.4206390228853266,11,0.0
789,0.41214748762190057,4,0.0
790,0.34792054541639034,4,0.0
791,0.24969750534156554,8,0.0
792,0.2492423133488224,1,0.0
793,0.20514544933311174,6,0.0
794,0.20325169439779156,1,0.0
795,0.15876190582137115,7,0.0
796,0.1577908867146067,1,0.0
797,0.13475119919097858,1,0.0
798,0.11906942080475202,5,0.0
799,0.11564650589344315,2,0.0
800,0.10475808920125308,3,0.0
801,0.09977137590004902,3,0.0
802,0.09985638304198578,1,0.0
803,0.0984021870345902,2,0.0
804,0.10455044823966571,4,0.0
805,0.11000869564802544,2,0.0
806,0.11193617257463183,1,0.0
807,0.11700210594733117,2,0.0
808,0.1214431466971304,2,0.0
809,0.14343698438090013,2,0.0
810,0.1521087636700756,2,0.0
811,0.1286173597335993,5,0.0
812,0.12761942378137495,1,0.0
813,0.11388108450270445,2,0.0
814,0.108022548585833,2,0.0
815,0.08529717546110302,4,0.0
816,0.07455119094039009,3,0.0
817,0.07192705117171408,1,0.0
818,0.07044683032630494,2,0.0
819,0.06639551900725289,3,0.0
820,0.06599690792002529,1,0.0
821,0.06256506851239149,7,0.0
822,0.05552078145825029,4,0.0
